id,title,Service ID,HTML
15039,Service 623: Crime Investigation,623,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>40,249,206</td><td>614,490</td><td>40,863,696</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>218</td><td>0</td><td>218</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>52,554,451</td><td>944,515</td><td>53,498,966</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>339</td><td>0</td><td>339</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>55,398,786</td><td>971,816</td><td>56,370,602</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>339</td><td>0</td><td>339</td></tr></tbody></table>"
15040,Service 624: Target Violent Criminals,624,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>35,422,572</td><td>2,773,092</td><td>38,195,664</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>270</td><td>24</td><td>294</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>46,822,659</td><td>5,923,635</td><td>52,746,294</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>323</td><td>28</td><td>351</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>49,537,042</td><td>6,011,669</td><td>55,548,711</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>323</td><td>28</td><td>351</td></tr></tbody></table>"
15041,Service 625: SWAT/ESU,625,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>10,161,839</td><td>0</td><td>10,161,839</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>68</td><td>0</td><td>68</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>10,877,390</td><td>0</td><td>10,877,390</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>72</td><td>0</td><td>72</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>11,447,763</td><td>0</td><td>11,447,763</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>72</td><td>0</td><td>72</td></tr></tbody></table>"
15042,Service 626: Operational and Analytical Intelligence,626,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>7,286,044</td><td>1,851,484</td><td>9,137,528</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>50</td><td>8</td><td>58</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>13,566,666</td><td>2,726,762</td><td>16,293,428</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>93</td><td>7</td><td>100</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>14,476,000</td><td>2,813,968</td><td>17,289,968</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>93</td><td>7</td><td>100</td></tr></tbody></table>"
24380,Service 627: Emergency Communications,627,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>11,984,805</td><td>0</td><td>11,984,805</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>85</td><td>0</td><td>85</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>14,064,986</td><td>0</td><td>14,064,986</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>96</td><td>0</td><td>96</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>14,590,469</td><td>0</td><td>14,590,469</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>96</td><td>0</td><td>96</td></tr></tbody></table>"
15043,Service 628: Police Internal Affairs,628,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>9,165,489</td><td>0</td><td>9,165,489</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>60</td><td>0</td><td>60</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>12,995,906</td><td>0</td><td>12,995,906</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>86</td><td>0</td><td>86</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>14,067,365</td><td>0</td><td>14,067,365</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>87</td><td>0</td><td>87</td></tr></tbody></table>"
15044,Service 632: Records Management,632,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>8,969,096</td><td>0</td><td>8,969,096</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>87</td><td>0</td><td>87</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>7,483,083</td><td>0</td><td>7,483,083</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>94</td><td>0</td><td>94</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>7,809,469</td><td>0</td><td>7,809,469</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>94</td><td>0</td><td>94</td></tr></tbody></table>"
15045,"Service 634: Crowd, Traffic, and Special Events Management",634,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>9,487,027</td><td>7,036</td><td>9,494,063</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>36</td><td>0</td><td>36</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>11,555,040</td><td>55,000</td><td>11,610,040</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>44</td><td>0</td><td>44</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>12,093,963</td><td>56,265</td><td>12,150,228</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>44</td><td>0</td><td>44</td></tr></tbody></table>"
15046,Service 635: Recruitment and Training,635,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>12,430,405</td><td>19,800</td><td>12,450,205</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>61</td><td>0</td><td>61</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>22,602,468</td><td>20,000</td><td>22,622,468</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>107</td><td>0</td><td>107</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>23,471,900</td><td>20,460</td><td>23,492,360</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>108</td><td>0</td><td>108</td></tr></tbody></table>"
15047,Service 637: Special Operations-K9 & Mounted Unit,637,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>4,469,317</td><td>12,726</td><td>4,482,043</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>31</td><td>1</td><td>32</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>4,354,708</td><td>154,620</td><td>4,509,328</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>27</td><td>1</td><td>28</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>4,550,869</td><td>165,213</td><td>4,716,082</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>27</td><td>1</td><td>28</td></tr></tbody></table>"
15048,Service 638: Marine Unit,638,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>1,969,703</td><td>0</td><td>1,969,703</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>13</td><td>0</td><td>13</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>2,465,832</td><td>0</td><td>2,465,832</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>16</td><td>0</td><td>16</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>2,555,453</td><td>0</td><td>2,555,453</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>16</td><td>0</td><td>16</td></tr></tbody></table>"
15049,Service 640: Special Operations-Aviation,640,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>4,949,086</td><td>0</td><td>4,949,086</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>27</td><td>0</td><td>27</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>7,054,321</td><td>0</td><td>7,054,321</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>29</td><td>0</td><td>29</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>7,476,223</td><td>0</td><td>7,476,223</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>29</td><td>0</td><td>29</td></tr></tbody></table>"
15050,Service 642: Crime Laboratory and Evidence Control,642,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>15,417,261</td><td>77,617</td><td>15,494,878</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>133</td><td>6</td><td>139</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>23,048,260</td><td>561,144</td><td>23,609,404</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>182</td><td>6</td><td>188</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>23,416,680</td><td>457,690</td><td>23,874,370</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>182</td><td>6</td><td>188</td></tr></tbody></table>"
15063,Service 644: Recreation and Parks Administration,644,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>4,635,026</td><td>641,381</td><td>5,276,407</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>44</td><td>0</td><td>44</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>5,081,024</td><td>242,379</td><td>5,323,403</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>49</td><td>0</td><td>49</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>5,570,518</td><td>665,319</td><td>6,235,837</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>49</td><td>0</td><td>49</td></tr></tbody></table>"
15064,Service 645: Aquatics,645,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>2,414,652</td><td>8,443</td><td>2,423,095</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>11</td><td>0</td><td>11</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>2,603,668</td><td>900,000</td><td>3,503,668</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>11</td><td>0</td><td>11</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>2,720,196</td><td>900,000</td><td>3,620,196</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>11</td><td>0</td><td>11</td></tr></tbody></table>"
15065,Service 646: Park Maintenance,646,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>10,506,179</td><td>1,755,555</td><td>12,261,734</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>78</td><td>0</td><td>78</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>11,218,308</td><td>5,316,831</td><td>16,535,139</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>76</td><td>0</td><td>76</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>11,622,204</td><td>5,763,314</td><td>17,385,518</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>76</td><td>0</td><td>76</td></tr></tbody></table>"
15066,Service 647: Youth and Adult Sports,647,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>710,035</td><td>298,315</td><td>1,008,350</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>5</td><td>0</td><td>5</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>785,230</td><td>175,995</td><td>961,225</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>5</td><td>0</td><td>5</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>846,040</td><td>176,173</td><td>1,022,213</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>5</td><td>0</td><td>5</td></tr></tbody></table>"
15067,Service 648: Community Recreation Centers,648,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>13,841,660</td><td>992,993</td><td>14,834,653</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>121</td><td>0</td><td>121</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>16,754,193</td><td>2,230,901</td><td>18,985,094</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>119</td><td>0</td><td>119</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>17,353,062</td><td>2,231,623</td><td>19,584,685</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>170</td><td>0</td><td>170</td></tr></tbody></table>"
15068,Service 649: Special Facilities Management,649,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>214,841</td><td>2,696,041</td><td>2,910,882</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>0</td><td>6</td><td>6</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>0</td><td>2,982,928</td><td>2,982,928</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>0</td><td>6</td><td>6</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>0</td><td>2,922,598</td><td>2,922,598</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>0</td><td>6</td><td>6</td></tr></tbody></table>"
15069,Service 650: Horticulture,650,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>1,112,075</td><td>377,512</td><td>1,489,587</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>13</td><td>1</td><td>14</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>1,390,357</td><td>578,843</td><td>1,969,200</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>13</td><td>1</td><td>14</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>1,383,549</td><td>571,867</td><td>1,955,416</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>13</td><td>1</td><td>14</td></tr></tbody></table>"
