Service ID,Service Name,Type,PMID,Priority Measure,2015,2016,2017,2018,2019,2020,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020
14949,Service 731: Facilities Management,Effectiveness,93001,% of work orders closed on time,76.2,79,81,80,80,69,0,0,0,0,0,0
14949,Service 731: Facilities Management,Efficiency,93002,Total Cost of Ownership (TCO) per square feet,8,8,9,8,7.56,7.71,0,0,0,0,0,0
14949,Service 731: Facilities Management,Effectiveness,126800,% of preventative maintenance out of total work orders,0,20,37,48.2,59,75,0,0,0,0,0,0
14949,Service 731: Facilities Management,Efficiency,398755,% of preventative maintenance work orders completed on time,0,0,0,0,0,67,0,0,0,0,0,0
14950,Service 305: Healthy Homes,Outcome,92437,% of children with reduced asthma-related ER visits following home visit,95,95,95,95,95,95,0,0,0,0,0,0
14950,Service 305: Healthy Homes,Effectiveness,92438,% of unwell children in asthma program whose symptoms improved,85,80,80,80,80,80,0,0,0,0,0,0
14950,Service 305: Healthy Homes,Effectiveness,92439,% of children with elevated blood lead levels receiving environmental home visits per protocol,80,80,80,80,80,80,0,0,0,0,0,0
14950,Service 305: Healthy Homes,Output,92440,# of homes inspected for health and safety risks,700,500,500,500,500,500,0,0,0,0,0,0
14950,Service 305: Healthy Homes,Effectiveness,99139,% of children with elevated blood lead levels receiving medical home visits per protocol,80,80,80,80,80,80,0,0,0,0,0,0
14951,Service 307: Substance Abuse and Mental Health,Outcome,92432,"Rate of alcohol and drug related Emergency Room visits in Baltimore City (per 100,000 people)",2026,1985,2000,2000,2000,2000,0,0,0,0,0,0
14951,Service 307: Substance Abuse and Mental Health,Effectiveness,92433,% of clients retained in outpatient substance use disorder treatment for at least 90 days,60,55,55,55,55,55,0,0,0,0,0,0
14951,Service 307: Substance Abuse and Mental Health,Output,341456,# of clients receiving mental health services through the public behavioral health system (PBHS),0,0,58000,60000,60000,60000,0,0,0,0,0,0
14951,Service 307: Substance Abuse and Mental Health,Output,341457,# of clients receiving substance use disorder services,0,0,24000,26000,40000,40000,0,0,0,0,0,0
14951,Service 307: Substance Abuse and Mental Health,Output,341458,"# of calls to the Crisis, Information, and Referral Line",0,0,49000,52000,52000,52000,0,0,0,0,0,0
14952,Service 308: Maternal and Child Health,Output,97611,# of unduplicated families that receive case management services by professional home visitors,150,250,250,100,150,138,0,0,0,0,0,0
14952,Service 308: Maternal and Child Health,Effectiveness,97612,% of children receiving home visiting services that have a completed social/emotional development screening at recommended intervals,55,55,60,60,60,60,0,0,0,0,0,0
14952,Service 308: Maternal and Child Health,Outcome,97614,% of women who report smoking in pregnancy citywide,11,10.9,10.8,10.7,10.5,10.4,0,0,0,0,0,0
14952,Service 308: Maternal and Child Health,Outcome,97615,% of babies with low birth weight citywide,11.7,11.5,11.4,11.3,11.2,11.1,0,0,0,0,0,0
14952,Service 308: Maternal and Child Health,Output,134259,# of reproductive health service clients served by City clinics,0,0,0,0,0,0,7580,7580,8000,7800,7500,7500
14953,Service 310: School Health Services,Effectiveness,92424,% of asthmatic schoolchildren who have rescue medications available at school,70,80,70,65,60,60,0,0,0,0,0,0
14953,Service 310: School Health Services,Effectiveness,92425,% students returned to class after health suite visit,85,85,82,83,83,83,0,0,0,0,0,0
14953,Service 310: School Health Services,Output,92427,# of visits to school health suites (includes hearing and vision screens),410000,350000,350000,362000,362000,362000,0,0,0,0,0,0
14953,Service 310: School Health Services,Outcome,126566,% of unduplicated overweight/obese students seen at school-based health centers who have received individual nutrition education,0,0,0,0,0,0,80,80,80,80,82,82
14953,Service 310: School Health Services,Effectiveness,126567,% of students with active asthma who have an asthma action plan on file in the health suite,0,0,0,0,0,0,80,80,70,65,60,60
14954,Service 311: Health Services for Seniors,Effectiveness,92421,% of individuals receiving comprehensive evaluation services  within 15 days of request/referral,85,85,90,95,95,95,0,0,0,0,0,0
14954,Service 311: Health Services for Seniors,Output,92422,# of individuals requesting comprehensive evaluation services,2500,3000,3700,3700,3700,3700,0,0,0,0,0,0
14954,Service 311: Health Services for Seniors,Output,97057,# of senior companion hours provided annually,78300,78300,78300,60000,60000,60000,0,0,0,0,0,0
14954,Service 311: Health Services for Seniors,Output,98388,# of senior companion clients receiving in-home and respite services,108,108,115,115,115,115,0,0,0,0,0,0
14954,Service 311: Health Services for Seniors,Output,98389,# of senior companion clients receiving assistance in a community or adult day care setting,12,12,12,12,12,12,0,0,0,0,0,0
14955,Service 315: Emergency Services-Health,Outcome,92416,% of outbreaks with a confirmed etiology,85,90,90,90,75,75,0,0,0,0,0,0
14955,Service 315: Emergency Services-Health,Effectiveness,92417,% of animal bite reports for which rabies investigation is started within 24 hours of report,100,100,100,100,100,100,0,0,0,0,0,0
14955,Service 315: Emergency Services-Health,Effectiveness,92418,% of transports completed on time,96,96,96,96,85,85,0,0,0,0,0,0
14955,Service 315: Emergency Services-Health,Output,92419,# of investigated outbreaks,25,30,30,30,30,30,0,0,0,0,0,0
14955,Service 315: Emergency Services-Health,Output,98356,# of medical transports facilitated,252425,129958,130337,70498,55000,55000,0,0,0,0,0,0
14956,Service 316: Youth and Trauma Services,Outcome,92412,# of victims served,0,0,0,0,70,70,0,0,0,0,0,0
14956,Service 316: Youth and Trauma Services,Output,92415,# of participants in Trauma-Informed Care trainings  ,0,0,0,0,815,815,0,0,0,0,0,0
14960,Service 720: HIV Treatment Services for the Uninsured,Outcome,92393,% of clients achieving undetectable viral load,85,85,85,85,90,90,0,0,0,0,0,0
14960,Service 720: HIV Treatment Services for the Uninsured,Outcome,92394,% of community outreach identified HIV positive clients enrolled in care,85,85,85,85,85,85,0,0,0,0,0,0
14960,Service 720: HIV Treatment Services for the Uninsured,Effectiveness,92395,% of newly diagnosed HIV positive clients who were interviewed for partner services,0,0,0,0,0,0,90,90,90,90,90,90
14960,Service 720: HIV Treatment Services for the Uninsured,Output,92396,# of needles exchanged,500000,750000,1300000,1600000,1900000,1900000,0,0,0,0,0,0
14960,Service 720: HIV Treatment Services for the Uninsured,Output,92397,# of HIV tests performed through Community Outreach,18000,18000,18000,18000,15000,15000,0,0,0,0,0,0
14961,Service 721: Senior Centers,Output,92442,# of participants receiving education and training opportunities ,32000,32000,32000,32000,32000,32000,0,0,0,0,0,0
14961,Service 721: Senior Centers,Output,92443,# of unduplicated seniors accessing services through senior centers,50000,50000,50000,60000,60000,61000,0,0,0,0,0,0
14961,Service 721: Senior Centers,Output,98400,# of unduplicated individuals served through the legal assistance program,1100,1100,1100,1500,1500,1500,0,0,0,0,0,0
14961,Service 721: Senior Centers,Output,126575,# of participants enrolled in senior center fitness programs,3100,3100,3200,5500,5500,5800,0,0,0,0,0,0
14961,Service 721: Senior Centers,Output,126576,# of seniors accessing healthcare and social benefits through senior centers,14000,14000,14000,14000,14000,14000,0,0,0,0,0,0
14964,Service 605: Head Start,Outcome,92859,"% of 3 year olds ""ready"" in each school readiness domain",90,90,90,90,90,90,0,0,0,0,0,0
14964,Service 605: Head Start,Effectiveness,92860,% of enrollment during contract period,100,100,100,100,100,100,0,0,0,0,0,0
14964,Service 605: Head Start,Efficiency,92861,Cost per child,9559,9559,9559,9559,9559,9559,0,0,0,0,0,0
14964,Service 605: Head Start,Output,92862,# of children receiving Head Start Services,759,759,759,759,759,759,0,0,0,0,0,0
14966,Service 742: Promote Homeownership,Output,92481,# of incentives provided,824,850,775,775,800,657,0,0,0,0,0,0
14966,Service 742: Promote Homeownership,Outcome,92483,% of incentive recipients who are new city residents,0,21,23,24,27,25,0,0,0,0,0,0
14966,Service 742: Promote Homeownership,Efficiency,398284,# of days on average from complete application date to decision date,0,0,0,0,15,15,0,0,0,0,0,0
14966,Service 742: Promote Homeownership,Effectiveness,398285,% of incentives provided to Low & Moderate Income homebuyers,0,0,0,0,51,51,0,0,0,0,0,0
14966,Service 742: Promote Homeownership,Outcome,398286,# of affordable homeownership sales facilitated,0,0,0,0,200,200,0,0,0,0,0,0
14967,Service 745: Housing Code Enforcement,Output,92477,# of property maintenance code enforcement inspections,275000,280000,240000,240000,220000,240000,0,0,0,0,0,0
14967,Service 745: Housing Code Enforcement,Effectiveness,92480,% of service requests closed on time (15 days),96,99,90,90,90,90,0,0,0,0,0,0
14967,Service 745: Housing Code Enforcement,Efficiency,398287,% of interior notice reinspections completed on time,0,0,0,0,70,70,0,0,0,0,0,0
14967,Service 745: Housing Code Enforcement,Outcome,398288,# of interior notices abated,0,0,0,0,3000,3000,0,0,0,0,0,0
14967,Service 745: Housing Code Enforcement,Outcome,398289,# of structures released for demolition or stabilization,0,0,0,0,500,500,0,0,0,0,0,0
14968,Service 748: Affordable Housing,Efficiency,398294,Ratio of total development cost to city dollars contributed,0,0,0,0,6,6,0,0,0,0,0,0
14968,Service 748: Affordable Housing,Effectiveness,398295,City dollars contributed per affordable housing unit created,0,0,0,0,0,30000,0,0,0,0,0,0
14968,Service 748: Affordable Housing,Output,398296,City contribution to affordable housing creation,0,0,0,0,0,3000000,0,0,0,0,0,0
14968,Service 748: Affordable Housing,Outcome,398297,Total affordable housing units created,0,0,0,0,0,315,0,0,0,0,0,0
14969,Service 750: Housing Rehabilitation Services,Outcome,92463,% of homeowners still occupying unit after 5 years,95,95,85,85,85,90,0,0,0,0,0,0
14969,Service 750: Housing Rehabilitation Services,Output,97585,# of houses remediated for lead,80,80,85,62,50,80,0,0,0,0,0,0
14969,Service 750: Housing Rehabilitation Services,Efficiency,398301,Average value of rehab loans and grants closed,0,0,0,0,13000,13000,0,0,0,0,0,0
14969,Service 750: Housing Rehabilitation Services,Effectiveness,398302,% of lead clearance tests passed on first attempt,0,0,0,0,96,96,0,0,0,0,0,0
14969,Service 750: Housing Rehabilitation Services,Effectiveness,398303,% of total rehab quality control inspections passed on first attempt,0,0,0,0,0,85,0,0,0,0,0,0
14969,Service 750: Housing Rehabilitation Services,Output,398304,# of rehab loans and grants closed,0,0,0,0,212,212,0,0,0,0,0,0
14970,Service 754: Summer Food Service Program,Efficiency,92449,Cost per meal,3,4,5,5,5,5,0,0,0,0,0,0
14970,Service 754: Summer Food Service Program,Output,92450,# of Meals Served,1500000,800075,1000000,1000000,750000,700000,0,0,0,0,0,0
14970,Service 754: Summer Food Service Program,Output,92451,# of Sites,500,400,400,400,400,350,0,0,0,0,0,0
14970,Service 754: Summer Food Service Program,Effectiveness,92452,% of unused meals,0,0,2,2,3.5,3.5,0,0,0,0,0,0
14971,"Service 809: Retention, Expansion, and Attraction of Businesses",Outcome,92113,# of jobs created or retained in Baltimore City,1785,4527,4790,8616,8788,3869,0,0,0,0,0,0
14971,"Service 809: Retention, Expansion, and Attraction of Businesses",Output,92114,Companies BDC assisted in staying in Baltimore City,142,93,149,153,158,248,0,0,0,0,0,0
14971,"Service 809: Retention, Expansion, and Attraction of Businesses",Efficiency,92115,Jobs retained in or added to City per FTE,223,178,292,768,784,326,0,0,0,0,0,0
14971,"Service 809: Retention, Expansion, and Attraction of Businesses",Effectiveness,92116,Loan dollars per job retained or attracted in Baltimore City,428,525,472,482,473,482,0,0,0,0,0,0
14971,"Service 809: Retention, Expansion, and Attraction of Businesses",Outcome,92117,Private investment leveraged through BDC programs (in millions),116000000,500000000,565000000,584000000,601945155,318359285,0,0,0,0,0,0
14971,"Service 809: Retention, Expansion, and Attraction of Businesses",Effectiveness,92795,Net # of new and expanding businesses in commercial corridors,50,85,94,110,102,139,0,0,0,0,0,0
14971,"Service 809: Retention, Expansion, and Attraction of Businesses",Efficiency,92796,$ of private investment for every dollar of public investment ,3,3,3,4,4,3.5,0,0,0,0,0,0
14973,Service 811: Inner Harbor Coordination,Effectiveness,92810,% of mystery shoppers reporting Area Clean/Free of Trash,0.92,0.93,0.94,0.93,0.94,0.95,0,0,0,0,0,0
14973,Service 811: Inner Harbor Coordination,Output,92811,Staff hours for clean/safety teams,39000,39000,39000,41080,41440,41440,0,0,0,0,0,0
14974,Service 812: Small Business Resource Center,Output,92802,# of Seminars and training sessions,100,100,110,120,0,0,0,0,0,0,0,0
14974,Service 812: Small Business Resource Center,Output,92803,# of microloan applications reviewed,28,30,33,35,0,0,0,0,0,0,0,0
14974,Service 812: Small Business Resource Center,Effectiveness,92804,SBRC program cost per business started,496,420,399,578,0,0,0,0,0,0,0,0
14974,Service 812: Small Business Resource Center,Outcome,92805,# of assisted new businesses still in operation after one year,300,545,572,800,0,0,0,0,0,0,0,0
14974,Service 812: Small Business Resource Center,Efficiency,92806,# of Business Counseling & Seminar attendees per FTE,1480,1500,1650,1700,0,0,0,0,0,0,0,0
14975,Service 813: Emerging Technology Center,Efficiency,92797,ETC program cost per job created,1435,1435,1515,1576,2890,1419,0,0,0,0,0,0
14975,Service 813: Emerging Technology Center,Output,92798,# of jobs created by all current companies,450,450,450,450,300,480,0,0,0,0,0,0
14975,Service 813: Emerging Technology Center,Output,92799,# of new ETC companies,33,33,35,35,25,35,0,0,0,0,0,0
14975,Service 813: Emerging Technology Center,Outcome,92800,% of companies leaving ETC in the FY and basing business in City,75,75,70,70,65,57,0,0,0,0,0,0
14975,Service 813: Emerging Technology Center,Effectiveness,92801,% of total graduates still in business,82,82,80,80,80,80,0,0,0,0,0,0
14977,Service 815: Live Baltimore,Output,97616,# of attendees at Live Baltimore events,1103,1500,1550,1550,1550,1600,0,0,0,0,0,0
14977,Service 815: Live Baltimore,Outcome,97617,% of available Resident Retention Tax Credits utilized by City homebuyers,0,15,1,1,0.5,0,0,0,0,0,0,0
14977,Service 815: Live Baltimore,Effectiveness,97618,# of Live Baltimore customers who purchased a home in the City,0,450,1190,1230,1250,1275,0,0,0,0,0,0
14977,Service 815: Live Baltimore,Effectiveness,97619,% of neighborhoods in which Live Baltimore clients purchased homes,54,55,77,78,76,76,0,0,0,0,0,0
14977,Service 815: Live Baltimore,Effectiveness,97620,# of Live Baltimore Customers who used a City or State incentive,200,200,375,375,375,350,0,0,0,0,0,0
14982,Service 861: Controversies,Effectiveness,92324,% of repayment versus amount negotiated for collection cases,80,78,93,73,67,76,0,0,0,0,0,0
14982,Service 861: Controversies,Effectiveness,92326,% payout of damages claimed,1,1,1,1,2.5,2.5,0,0,0,0,0,0
14982,Service 861: Controversies,Output,92327,# of lawsuits handled,420,500,400,430,460,460,0,0,0,0,0,0
14982,Service 861: Controversies,Effectiveness,97974,% of clients rating services good or excellent,92,89,88,90,90,90,0,0,0,0,0,0
14983,Service 862: Transaction,Effectiveness,92321,% of bill reports submitted on time,90,90,90,90,90,90,0,0,0,0,0,0
14983,Service 862: Transaction,Effectiveness,92322,% of PIA requests answered on time,100,85,90,90,90,90,0,0,0,0,0,0
14983,Service 862: Transaction,Output,92323,# of PIA requests handled,450,300,350,350,350,350,0,0,0,0,0,0
14983,Service 862: Transaction,Effectiveness,97974,% of clients rating services good or excellent,92,89,88,90,90,90,0,0,0,0,0,0
14984,Service 869: Minority and Women's Business Opportunity Office,Effectiveness,92315,Application review/process turnaround time (days),35,35,30,30,39,35,0,0,0,0,0,0
14984,Service 869: Minority and Women's Business Opportunity Office,Effectiveness,92316,Application initial review turnaround time (days),7,7,15,15,30,30,0,0,0,0,0,0
14984,Service 869: Minority and Women's Business Opportunity Office,Output,92317,# of MBE/WBE certifed businesses,1350,1350,1200,1250,1550,1550,0,0,0,0,0,0
14984,Service 869: Minority and Women's Business Opportunity Office,Output,92318,# of trainings/outreach sessions provided,2,8,12,12,16,16,0,0,0,0,0,0
14984,Service 869: Minority and Women's Business Opportunity Office,Output,92319,# of applications approved,280,300,125,200,150,150,0,0,0,0,0,0
14985,Service 871: Representation and Advice for Law Enforcement,Outcome,92328,% clients rating services good or excellent,92,89,88,90,90,90,0,0,0,0,0,0
14985,Service 871: Representation and Advice for Law Enforcement,Output,92436,# of misconduct cases resolved,0,164,100,103,180,180,0,0,0,0,0,0
14985,Service 871: Representation and Advice for Law Enforcement,Effectiveness,97601,% of cases resolved prior to hearing,70,70,80,80,90,90,0,0,0,0,0,0
14986,Service 106: Legislative Reference Services,Effectiveness,92192,% of online code updates completed within two days of notification,100,100,100,100,100,100,0,0,0,0,0,0
14986,Service 106: Legislative Reference Services,Effectiveness,92195,% of legislative drafting completed on time,100,100,100,100,100,100,0,0,0,0,0,0
14987,Service 107: Archives and Records Management,Outcome,92193,# of patrons using archives,100000,118000,146114,710416,112152,115516,0,0,0,0,0,0
14987,Service 107: Archives and Records Management,Outcome,92194,# of records accessible online,413879,441879,429472,473633,444814,457000,0,0,0,0,0,0
14988,Service 850: Liquor Licensing,Output,92311,Annual licenses renewed (liquor and adult entertainment),1245,1230,1230,1245,1100,1100,0,0,0,0,0,0
14988,Service 850: Liquor Licensing,Efficiency,92312,% of violation fines collected within time allotted by Board order,0,80,85,85,85,85,0,0,0,0,0,0
14988,Service 850: Liquor Licensing,Output,92313,"Public hearings concerning new licenses, transfers & expansions",150,150,150,150,170,140,0,0,0,0,0,0
14988,Service 850: Liquor Licensing,Output,97963,"# of new ""B"" licenses issued",0,20,20,25,25,25,0,0,0,0,0,0
14989,Service 851: Liquor License Compliance,Output,97958,# of violation/compliance hearings,65,120,120,120,130,130,0,0,0,0,0,0
14989,Service 851: Liquor License Compliance,Outcome,97959,% of licensees that are violation free,0,85,85,85,90,90,0,0,0,0,0,0
14989,Service 851: Liquor License Compliance,Effectiveness,97960,% of 311 calls abated or closed within 72 hours,85,85,85,85,90,90,0,0,0,0,0,0
14989,Service 851: Liquor License Compliance,Effectiveness,97961,% of charged violations sustained at Board hearings,0,85,85,85,90,90,0,0,0,0,0,0
14989,Service 851: Liquor License Compliance,Output,97962,# of inspections per FTE,0,625,625,625,625,625,0,0,0,0,0,0
14990,Service 493a: Baltimore Museum of Art,Outcome,94795,Visibility value (number of impressions is a proxy measure for awareness of BMA as a cultural destination),250,250,400,400,1200,750,0,0,0,0,0,0
14990,Service 493a: Baltimore Museum of Art,Efficiency,94796,# of tour guide hours donated ,14000,12000,11500,11500,9500,10000,0,0,0,0,0,0
14990,Service 493a: Baltimore Museum of Art,Output,94797,Annual Attendance,200000,205000,225000,205000,241000,265100,0,0,0,0,0,0
14990,Service 493a: Baltimore Museum of Art,Output,94798,# of schoolchildren participating in free school tour program ,15000,15000,15500,15500,14500,16000,0,0,0,0,0,0
14990,Service 493a: Baltimore Museum of Art,Efficiency,155200,# of volunteer and intern hours (other than tour guide),4000,4500,5500,6000,6000,6200,0,0,0,0,0,0
14991,Service 493b: Walters Art Gallery,Output,94782,Annual Attendance,175000,152565,152565,152565,150000,150000,0,0,0,0,0,0
14991,Service 493b: Walters Art Gallery,Output,94783,# of Baltimore City students participating in free school programs,10000,8875,8875,8000,8000,8300,0,0,0,0,0,0
14991,Service 493b: Walters Art Gallery,Effectiveness,94784,Total number of individuals participating in education programs,105000,73000,73000,73000,73000,73000,0,0,0,0,0,0
14991,Service 493b: Walters Art Gallery,Efficiency,97685,# of total volunteer hours donated annually,30000,30000,30000,40000,25000,28000,0,0,0,0,0,0
14991,Service 493b: Walters Art Gallery,Outcome,97686,# of schoolchildren served through the free bus subsidy program ,7500,7500,7500,7500,5200,5200,0,0,0,0,0,0
14992,Service 493c: Baltimore Symphony,Output,94785,# of youth participating in education programs,15000,20000,20000,20000,50000,55000,0,0,0,0,0,0
14992,Service 493c: Baltimore Symphony,Efficiency,94786,% capacity of attendance for Meyerhoff core programming,75,78,76,76,76,76,0,0,0,0,0,0
14992,Service 493c: Baltimore Symphony,Output,94787,# of visitors among City residents,78000,80000,80000,90000,90000,90000,0,0,0,0,0,0
14992,Service 493c: Baltimore Symphony,Output,94788,# of non-city/regional visitor attendance,230000,235000,235000,235000,235000,235000,0,0,0,0,0,0
14992,Service 493c: Baltimore Symphony,Effectiveness,94789,Visibility value via media coverage,25,30,30,50,85,85,0,0,0,0,0,0
14993,Service 493d: MD Zoo in Baltimore,Effectiveness,94790,% of rental customers rating facilities as good or excellent,100,100,100,100,100,100,0,0,0,0,0,0
14993,Service 493d: MD Zoo in Baltimore,Output,94791,# of City residents attending ZOOmobile educational outreach program,11500,10100,10100,10100,10100,10100,0,0,0,0,0,0
14993,Service 493d: MD Zoo in Baltimore,Output,94792,# of total attendance at the Zoo (annually),460000,460000,475000,475000,475000,475000,0,0,0,0,0,0
14993,Service 493d: MD Zoo in Baltimore,Efficiency,94793,# of volunteer hours donated,32500,32500,32500,32500,32500,32500,0,0,0,0,0,0
14993,Service 493d: MD Zoo in Baltimore,Output,94794,# of website page views,2150000,2500000,2500000,2500000,2500000,2500000,0,0,0,0,0,0
14994,"Service 824: Events, Art, Culture, and Film",Output,92873,Annual attendance (all events),2000000,1100000,1500000,1500000,1650000,1700000,0,0,0,0,0,0
14994,"Service 824: Events, Art, Culture, and Film",Outcome,92874,Economic impact to the City (in millions),111000000,112000000,132000000,150000000,288500000,300000000,0,0,0,0,0,0
14994,"Service 824: Events, Art, Culture, and Film",Effectiveness,92875,Return on investment for City dollars,100,75,80,80,125,135,0,0,0,0,0,0
14994,"Service 824: Events, Art, Culture, and Film",Effectiveness,398761,# of print and digital media followers/subscribers and impressions (in millions),0,0,0,0,6500000000,6500000000,0,0,0,0,0,0
14994,"Service 824: Events, Art, Culture, and Film",Output,398762,Total amount in grants/commissions/fees to artists/arts organizations awarded (in dollars),0,0,0,0,2300000,2300000,0,0,0,0,0,0
14995,Service 828: Bromo Seltzer Arts Tower,Efficiency,92871,% of space rented,75,75,70,70,75,80,0,0,0,0,0,0
14995,Service 828: Bromo Seltzer Arts Tower,Output,92872,Annual event attendance,7400,7400,6000,8000,11000,12000,0,0,0,0,0,0
14996,Service 876: Media Production,Output,92900,# of primetime programming hours ,158,1700,1700,1900,1900,1900,0,0,0,0,0,0
14996,Service 876: Media Production,Output,98171,# of programming hours dedicated to government transparency,5000,5000,5000,6500,6500,6500,0,0,0,0,0,0
14996,Service 876: Media Production,Output,98240,# of Charmtv.tv sessions,10000,10000,12000,30000,35000,37500,0,0,0,0,0,0
14996,Service 876: Media Production,Efficiency,134047,Earned revenue in $s,0,0,0,0,0,0,100000,100000,60000,60000,60000,60000
14996,Service 876: Media Production,Output,134048,% of scheduled government meetings covered,0,0,0,0,0,0,0,0,95,90,90,90
14997,Service 590a: Baltimore Public Markets,Output,93031,Marketing expense,50000,48000,60000,60000,7500,10000,0,0,0,0,0,0
14997,Service 590a: Baltimore Public Markets,Efficiency,93032,Percentage of year that rent is current,93,100,93,93,93,93,0,0,0,0,0,0
14997,Service 590a: Baltimore Public Markets,Effectiveness,93033,Number of outlets,17,18,16,13,13,13,0,0,0,0,0,0
14997,Service 590a: Baltimore Public Markets,Outcome,93034,Increase staple food supply,100,100,100,85,85,85,0,0,0,0,0,0
14997,Service 590a: Baltimore Public Markets,Output,97291,"New tenant expense for furnishings, fit-out, and equipment",70000,50000,30000,30000,100000,100000,0,0,0,0,0,0
14998,Service 590b: Lexington Market,Outcome,93035,# of new businesses,6,10,4,5,6,8,0,0,0,0,0,0
14998,Service 590b: Lexington Market,Effectiveness,93036,Customer parking revenue (in millions),1680000,1810000,1357000,1357000,1300000,1300000,0,0,0,0,0,0
14998,Service 590b: Lexington Market,Outcome,93037,Merchant occupancy rate,89,90,90,85,50,50,0,0,0,0,0,0
14998,Service 590b: Lexington Market,Output,93038,Marketing expense,50000,56000,65000,85000,85000,85000,0,0,0,0,0,0
14998,Service 590b: Lexington Market,Output,93039,"New tenant expense for furnishings, fit-out, and equipment",70000,50000,40000,30000,40000,100000,0,0,0,0,0,0
14999,Service 590c: Baltimore Heritage Area,Outcome,93026,Amount of non-city dollars ($) leveraged for the Heritage Area and its partners,450000,450000,600000,600000,800000,1000000,0,0,0,0,0,0
14999,Service 590c: Baltimore Heritage Area,Outcome,93027,# of visitors taking advantage of a guided walk or interpretive experience,5000,5000,5000,5000,5000,5000,0,0,0,0,0,0
14999,Service 590c: Baltimore Heritage Area,Output,93028,amount of grant funding awarded to partners,200000,200000,200000,200000,200000,200000,0,0,0,0,0,0
14999,Service 590c: Baltimore Heritage Area,Output,93029,# of new heritage tourism products completed,2,2,2,2,2,2,0,0,0,0,0,0
14999,Service 590c: Baltimore Heritage Area,Output,93030,"# of walking trail miles completed (includes completion of map & guide, interpretive storyboard signs in the sidewalk, and site markers)",0,3,0,3,0,3,0,0,0,0,0,0
15000,Service 820: Convention Sales and Tourism Marketing,Efficiency,92977,Cost per future hotel room booked,32,29,34,32,35,40,0,0,0,0,0,0
15000,Service 820: Convention Sales and Tourism Marketing,Effectiveness,92979,"Equivalent advertising value of free, positive editorial coverage secured for Baltimore",38500000,16000000,10000000,11000000,12000000,15000000,0,0,0,0,0,0
15000,Service 820: Convention Sales and Tourism Marketing,Outcome,97949,Total # of Visitors to Baltimore (Calendar year consumed),24200000,25900000,26400000,26700000,26500000,26700000,0,0,0,0,0,0
15000,Service 820: Convention Sales and Tourism Marketing,Output,97950,# of hotel room nights consumed from Visit Baltimore's bookings (including Baltimore Convention Center events) per fiscal year,386021,370697,335415,350135,387252,309591,0,0,0,0,0,0
15000,Service 820: Convention Sales and Tourism Marketing,Output,97951,# of groups with hotel rooms booked through Visit Baltimore that also plan to use the Convention Center,60,60,56,56,55,56,0,0,0,0,0,0
15000,Service 820: Convention Sales and Tourism Marketing,Outcome,336385,Total hotel taxes collected in the City (Fiscal Year realized),0,0,0,33000000,33729123,34000000,0,0,0,0,0,0
15001,Service 855: Convention Center,Outcome,97709,Revenue generated by events,9600000,9200000,9617260,9982010,10138563,10776191,0,0,0,0,0,0
15001,Service 855: Convention Center,Output,97710,# of events,135,103,108,110,115,120,0,0,0,0,0,0
15001,Service 855: Convention Center,Outcome,97711,Total tax revenue generated from BCC operations,0,16817000,16000000,16000000,16000000,16000000,0,0,0,0,0,0
15001,Service 855: Convention Center,Effectiveness,97977,% of BCC costs recovered through user charges or other revenue sources,78,80,80,80,82,84,0,0,0,0,0,0
15001,Service 855: Convention Center,Output,97978,# of Attendees ,619992,619208,620000,496410,511300,526639,0,0,0,0,0,0
15003,Service 117: Adjudication of Environmental Citations,Output,126895,% of time a quorum is present for Board meetings,90,90,100,100,100,100,0,0,0,0,0,0
15003,Service 117: Adjudication of Environmental Citations,Efficiency,126930,Average # of days between request for appeal and appeal heard by the Board,60,60,60,60,50,50,0,0,0,0,0,0
15003,Service 117: Adjudication of Environmental Citations,Outcome,126933,% of violators who reoffend after completing the diversion program ,0,0,0,0,0,0,0,0,0,0,0,0
15003,Service 117: Adjudication of Environmental Citations,Efficiency,127390,Percentage of first hearings scheduled within 60 days,0,0,0,0,0,0,100,100,100,100,100,100
15004,Service 757: CitiWatch,Effectiveness,92867,# of arrests assisted and/or initiated by CitiWatch monitors,1500,1500,500,1000,350,350,0,0,0,0,0,0
15004,Service 757: CitiWatch,Output,394265,# of ShotSpotter alerts responded to,0,0,0,0,1450,1525,0,0,0,0,0,0
15004,Service 757: CitiWatch,Efficiency,394348,Average response time to ShotSpotter alert coverage area,0,0,0,0,205,205,0,0,0,0,0,0
15004,Service 757: CitiWatch,Outcome,394352,% of year-to-year Part 1 crime reduction in camera coverage area vs. buffer,0,0,0,-1,-2,-2,0,0,0,0,0,0
15004,Service 757: CitiWatch,Output,394353,# of maintenance orders completed,0,0,0,0,350,350,0,0,0,0,0,0
15008,Service 791: BCPS Alternative Options Academy for Youth,Outcome,97602,% of enrolled students who have an individual transition plan,80,80,85,85,87,85,0,0,0,0,0,0
15008,Service 791: BCPS Alternative Options Academy for Youth,Effectiveness,97603,"% of participants who are placed in an unsubsidized job, participate in work study, job shadow, or internship, including a summer subsidized job",97,75,80,80,80,80,0,0,0,0,0,0
15008,Service 791: BCPS Alternative Options Academy for Youth,Efficiency,97604,Average $ cost per student to participate in work-readiness and academic activities,1577,1577,1577,1690,1709,1709,0,0,0,0,0,0
